Hotel,Date,Review Title,Review
Hudson Hotel,Oct 7 2008 ,The worst hotel I have ever stayed in for £120 a night,"NO HEATING - aparently they only put the heating on when it reaches 45F. We had to sit in blankets in the room!DARK DINGY CORRIDORS - yes they maybe trendy for under 25's. If you are over 40 or have kids, DONT STAY HERE.Corridors look like a prison.ROOMS - PRISON CELL SIZE. I HAVE BEEN TO YOUTH HOSTELS THAT ARE WARMER AND LARGER. NO CURTAINS - so you cant keep the cold out.NO TEA/COFFEE.IT'S A CONVERTED GOVERNMENT APARTMENT BUILDING AND IT SHOWS (THATS WHY THEY CANT PUT THE HEATING ON)We checked out after one day. It was that bad. Book the Park Central around the corner. It is wamer, larger and cheaper.All you are paying for at the Hudson is some 'trendy' paint and gloomy 'hip' lighting.We also stayed in the Club Quarters at the Rockfeller centre. It was pure luxary compared to this dump, I am 45 and went with one child. I cant even begin to think what would have happened if my mother or anyone with poor eyesight booked this hotel, They probably would have fallen over or into something."
Hudson Hotel,Oct 2 2008 ,like it or not,"We booked via Expedia and we got a really small room next to a noisy airco unit. The room was too small so we went back to the reception and we asked for a bigger room. We had to pay 60$/day extra which we could bring down to 30$ - the room was a little bigger! The interior is really cool, nice reception, nice restaurants and nice bars. Only one big disappointment is the main bar turns into a club in the evening, every night!! After dinner the hotel lobby was crowded and music was really loud. The smaller bar was also crowded so it was difficult to get a drink on Friday and Saturday night in the hotel. Breakfast was great. NY is a great city and we enjoyed our stay in NY."
Hudson Hotel,Oct 1 2008,Great hotel if you find a deal,"My husband and I stayed for 5 nights at the Hudson Hotel in April while doing the tourist thing in NYC. We were apprehensive before arriving after reading some of the not-so-great reviews of this hotel, but we really enjoyed our stay. We would definitely return, but not at full sticker price. Here are a few things to consider before booking your stay: Yes, it’s true. The rooms are tiny, but they are very efficiently laid-out. The room is also dim due to low lighting, dark wood paneling and a small outside window, but the clear glass pane between the bright (but tiny) bathroom and bedroom helps to lighten up the room. Yes, it’s also true that the hallways are dark too, but it was never a problem for us. There’s is a trendy bar in the lobby that’s hopping on the weekend, so make sure that you request a higher up room if you’re worried about noise. BTW - I was impressed that hotel security checked to make sure that only guests were riding the elevators at night. Check-in was efficient, and the reception staff were friendly - they upgraded us to a larger room after the first night (but to tell you the truth it was hard to tell the difference, it was so small too!) The concierge was really helpful, and even got us into a restaurant (Babbo) that I’d tried booking a month ahead of our arrival but couldn’t get a table. The doorman safely stored our luggage after checking-out so we could still spend our last day exploring NYC baggage-free. Above all else, the location was absolutely terrific – close to Central Park, only a 10 min. walk from Time Square, and 2 blocks from the subway. However, it’s true that there is no sign outside the Hudson, so be sure to look at pictures of the hotel exterior before arriving so that you can find it easily. With all that said, would we stay here again and recommend this hotel to you? Yes, if you’re okay with the above, and find a deal for $200 a night or better."
Hudson Hotel,Sep 26 2008 ,Like a Hobbit Jail Cell,"Great location, the smallest room/bathroom you've ever seen.- Don’t expect to work in your room. The table is hobbit sized; I could barely get my laptop and the mouse on it and there was nowhere to put the overpriced bottles of water that were on the table. - Don’t expect to kick back and relax watching TV – seriously, my IPhone has a larger screen than the TV in the room…and more channels! - Don’t expect to stretch out in the room. I’m pretty tall and I swear I could have touched both walls, the floor and ceiling simultaneously! - Don’t expect to have a relaxing experience whilst performing your ablutions; the bathroom is so small that your knees touch the wall when you sit and think! Really, the bathroom was probably 4 feet wide! - Don’t expect to be able to find the entrance without a spirit guide, the entranceway is better hidden than the entrance to the ministry of magic in the Harry Potter Movies - I complained when I eventually found the hotel that there is no name or number on the outside, the receptionist told me it was part of the character of the hotel. I told her that it was bloody foolish given that most guests were not psychic. - Don’t bring children in to the entrance area – it is so dark you could easily kill a small child with your rolling luggage and not even know about it. If you take small children with you I’d recommend a flashing beacon on their hats or a flashlight just to be careful. I know they think that this is cool but it really just makes the place feel dingy.Don't get me wrong, if you can get a room here for a good price then it is fine – the location is great and the room was clean enough. Just don't bring to much luggage or too many friends."
Hudson Hotel,Sep 25 2008 ,cool hotel,"just returned from a 3 night stay here with our 19and 20 year old son and daughter and they loved it.Bedrooms are small but the rest of the hotel made up for it.It has a fantastic ambiance,good music, good food . Check in was quick and taxis were always readily available.I would recommend here but my husband struggled with the bedroom size,so if you can ,don't stay in a standard room.Don't be put off staying here because of bedroom size because its such a cool place to stay and you will enjoy it"
Hudson Hotel,Sep 24 2008 ,Amazingly different experience!,Despite what you might read from the other reviews please do not let the descriptions on how small the room is from deciding wether you should stay or night. My wife and I stayed at the hudson for a 4 day NYC getaway and simply loved it. The hotel is located right by columbus circle which has a great park for one to sit and people watch as well as access to the central park. The overall look of the hotel is amazing. We were greeted at the front door by the Hudson staff and took the escalator up to the lobby. A very different and unique lobby the Hudson has created. Somewhat dark and cozy with a great music selection playing through the speakers. Yes the rooms are small but the way they have set up the room with its layout and decorations one really does not think twice about the size. We both were very pleased with the room especially with the tv they have on the wall and stereo system. They also have a I pod docking station. The Library bas is a must go for a drink especially the rooftop terrace where you can relax and catch a great view of the city. The Hudson club was packed on Saturday night with a great DJ. I suggest requesting a floor on a higher level. We also recomend the restaurant at the Hudson with a succulent menu. Try the garlic potato fries. Talk about wow!
Hudson Hotel,Sep 24 2008 ,pay $$$$$$ for the designer name,"We've stayed at the hotel for two nites in September 2008.tiny bathrooms most og the rooms featuring only showers. Can't be 2 people in the bathroom at the same time :(((double size beds (not queen nor king) low to the floor. nice furniture quite fanky but not worth the price.spectacular lobby,garden, sky lounge bar very good food downstairs restaurant (great burgers)ok helpfull reception ok customer servicewill not choose to stay at this hotel againB"
Hudson Hotel,Sep 24 2008 ,Nice Hotel Small Room Nice Decoration,"I stayed in The Hudson in December 2006 with my finacee.The hotel is very well decorated and the staff are friendly and helpful with regards to restaraunt recomendations and general service. We stayed 4 days and ate in the restarant once which was a nice experience, you generally sit on a long table with other people which adds to the social aspect The food was of a good quality and we enjoyed our night out.We stayed in a standard bedroom which was very small, which isn't unusual for New York but does take something away from your stay.The Hotel has quite a trendy bar downstairs which seems to be frequented by revel goers on a night out most nights which may not be everyone's cup of tea but if you do venture into it then it does have a good atmosphere.The location is pretty good being near the south west corner of central park and time square within easy walking distance.All in all I had a nice stay but would look to go to a different hotel if I returned to New York in the future."
Hudson Hotel,Sep 23 2008 ,Avoid This Hotel If You're a Larger Person,"The Hudson Hotel rooms are smaller than any I've ever seen, including those in Europe. (Management must be making a killing - I think they took each room during renovations and sliced them in two, but don't charge anywhere near half the rate.) The room is about 8 foot by 16 foot total. The bathroom is so tiny, they use toilets the same size as those used by pre-schools. I found it difficult to, ahem, get a bit of reading in, as the toilet was so tiny and close to the wall that my knees were touching the wall. If you're over 6 foot, you might not be physically capable of using the toilet. The shower stall is so small, you can barely turn around. And the bedroom is so small, it's hard to regulate the temperature and humidity in the room. (And the HVAC system they use has lousy controls.) The bed is one mattress, low to the ground. They desk chair is metal, the desk is tiny. And on the ninth floor, you can hear the boom boom of the music downstairs, with the windows closed. And then, at 3:00 a.m. a bunch of cars honking horns woke me up. They need better windows. Not a pleasant stay. Could use a sign out front too."
Hudson Hotel,Sep 19 2008 ,Not Recommended - Overpriced,"Rooms were extremely small. Even for NYC, just way too small... bed was also small and very close to the ground... NOT COMFORTABLE. Bathroom was tiny tiny, so tiny that there wasn't enough space for my make up bag!Funny fact: My 15'' TV was hidden in the closet and it took me a while to find it, it was literally 17'' at most, remember those really old TVs? yes, it was one of them, it was so old that they had to attach an electronic device to it so that it would work on a remote control... my friend had a big LCD on the wall of his room, which was opposite to mine.The theme of the hotel was nice, the dimmed lights were a good touch, but i just felt that i was staying at a youth hostel in europe, but ten times the price.I paid almost $400 per night, totally ovepriced, totally not worth it"
Hudson Hotel,Sep 17 2008 ,poor maintenance,"Stayed at the Hudson on business after staying in many Morgans Group hotels (Clift, Mondrian LA, Royalton, Morgans, Delano). The first night, the room's air conditioning wasn't working when I checked in and maintenance came up four times to fix. Turned out it was an issue with the circuit breaker which they couldn't fix and the hotel was sold out so they couldn't move me to another room. It was 1:30 am by that point, so didn't want to move. Had to call multiple times to finally speak with a manager since none of my voice mail messages were returned.They moved me to a new room the next day and guess what, the fan on the A/C didn't work in this room. Maintenance spent about 45 minutes working on the unit (at 11pm) and didn't have a new unit to replace it with - and hotel sold out again - so another night without air conditioning. In addition, when trying to access the wireless internet got a &quot;too many connections&quot; error and when I was finally able to connect the speed was so low (similar to a 56K modem as measured by Speakeasy's speedtest) that it was maddening. Overall, a very disappointing experience as I've had many enjoyable experiences at other Morgans Group hotels."
Hudson Hotel,Sep 17 2008,Too cool that they've forgotten the important stuff,"This hotel was fine but so much effort has gone into making it cool that it doesn't &quot;work&quot;. It's too dark to see anything, its freezing, you have to wait 10 minutes for an empty lift, took 1 hour to check in at 11pm, service is appalling, room tiny etc.Its clean though and good location and nice bars. Definitely not worth the money though."
Hudson Hotel,Sep 17 2008 ,beautiful design hotel,"The Hudson has all the hallmarks of Philippe Starck design, beautiful common spaces, really stunning, the light bar is particularly special. The overall theme of the hotel is of a college, so there is a big library room, and many places to sit, see and be seen.The rooms are very small, not even space to lay out your suitcase, and the see-through glass showers may not be everyone's cup of tea. But if you are not a roombody, then this is a stunningly beautiful hotel. service was great, food was pricey, but delicious. Drinks are VERY expensive in the bars, but then you are paying for the amazing spaces."
Hudson Hotel,Sep 13 2008 ,More funky than a funky funky thing...,"I found the hotel easy to find - but I dont think there is a sign post... just check out the images from the website - if you can remember what it looks like you wont have any problems locating it, which is suggested in some reviews.It is beautiful inside - the ivy covred lobby ceiling is really impressive. The staff at check in are polite, professional, friendly and helpful.The rooms are small, but really clean, and the bed was very comfy. Housekeeping is really good.. the room was cleaned thoroughly every day.there was a CD player in my room, so i sort of wished that i'd taken a couple of cds to listen to while i was getting ready.the freebie toiletries are nice enough.I stayed over a long weekend, and the hotel has a very buzzy atmosphere on friday and saturday nights.. i was returning from a long day of sight seeing, so it wasnt really the best place for me as I'd have liked to have proped myself somewhere for a quiet cup of coffee in the evening, just for half an hour before bed.. but maybe im getting a little old!! but - if you're away with the girls, then its really fabulous - be sure to book a table in the outside bar area if you're wanting to have drinks there.. its really pricey though, we paid $40 for a round consisting of an orange juice, lager, and a bellini, the drinks were lovely,and the service was ok. but i thought $40 was a bit steep.check out was before 12noon, and quick and easy, and you can store your luggage while you spend time in the city before going back to the airport... the doorman will collect your bags if you present the little ticket at the door on street level. thats nice and easy.all in all - great hotel... absolutely fabulous location, and perfect if youre really going for it in terms of sight seeing.. also if you're with the girls, or part of a couple who likes the bar scene, then the bars are great. rooms clean, comfy.. all in all very very good!"
Hudson Hotel,Sep 10 2008 ,Chic but not great!,"The lobby was beautiful! Unfortunately, that is where it ends! The hallways were scary! Dark and dingy. The rooms were ridiculously small. I have been traveling to NYC for 20 years and I know about the room sizes that can be found in most hotels, this was ridiculous. I paid TOO MUCH - almost $400 per night. Horrible value. The bed was terribly uncomfortable, more like a cheap futon mattress. The lighting in the rooms and bathroom was unacceptable. I could barely see anything and it made everything appear depressing and dingy. When I was having an issue with my ATM card (I am from California, so note the time difference). I asked if they would give me a small cash advance on my credit card and they flatly refused! Unbelievable! I happen to own a boutique hotel in California and I cannot imagine treating a guest like this! I booked this trip as a special trip for my daughter's graduation present and NYC was great, but our experience at the hotel was not! Too Bad!"
Hudson Hotel,Sep 2 2008,Hudson Hotel was amazing!,"I just got back from NYC and stayed at the Hudson Hotel on W 58th and 8th Ave in Manhattan. It was a very chic hotel. I got it off the top 20 on Travelzoo for about $200 a night and thought it was a great value for the location and it being Labor Day weekend and the 10k Nike race that I was going too. The rooms were very small but hey, it's NYC. The actual grounds on the hotel was wonderful. The sky terrace on the 15th floor was right out of a Restoration Hardware catelog. I took a great nap in the hammock. The drinks were very expensive but worth the $20 to sip champagne in the lounge and feel like a star. The hallways were dimly lite and it was hard to see at times. But overall, the hotel was so cool and chic. I cna't wait to go back. The rooms are more on the romantic side than 2 girl friends staying the weekend but we didn't care. Next time, I am bringing a man though :) The shower had a glass that you could see into the bed area! But it had a curtain for privacy as well. I can't wait to stay again!"
Hudson Hotel,Sep 1 2008 ,Small Rooms Unique Lobby,"Pros:*Location~Right near central park and accross the street from the Time Warner Building..*Lobby~ Very unique, as you can see from the pictures*Roof Top Bar~Great atmosphere, comfy charis, couches, etc to lounge onCons:*Rooms~ Literally the size of a tiny boat cabin. Uncomfortable bed, The side glass wall of the shower is open up to the bed, so if you adventurous, just open the curtain and give him a show. *Boderline Obnoxious staff, not very helpful and a lot of cat-calling(except the bar tender in the library~he was great, talkative, and helpful)*Lighting~The lighting in the lobby is great. But in the hallways to the guestrooms...really? Honestly felt I was walking the halls of a seedy apartment, expecting a crack addict to pop out of the corner and jump me...We got this room for $169.00 per night for the end of summer promotion they were running. Honestly, if they charged much more, I would have asked for my money back, not impressed. For an extra $50.00 I would have stayed at the W, got plush bath robes, and a room I could actually walk in."
Hudson Hotel,Sep 1 2008 ,fancy but very small rooms,"Was looking to stay at this hotel for a few nights as my cousin was getting married and having his functions at this same hotel. The room itself is fancy if not very tiny even for NYC, i suppose i would recommend this property for anyone that was looking for someplace hip and convenient to central park. It is relatively pricey even when using priceline, though perhaps not since this is NYC during a busy month. The atmosphere is chic and the place was clean and adequately furnished."
Hudson Hotel,Sep 1 2008 ,New York Chic at its finest,"I loved this hotel - young, hip and friendly! Yes the rooms are small, but they represent capsule living very well, the furnishings are plush and stylish. The hotel has an excellent restaurant and fantastic bar - amazing to people watch! Really felt I was experiencing a true cosmopolitain New York and would stay here again in a heart-beat. Can't wait to go back!"
Hudson Hotel,Aug 30 2008 ,Terrible Service not worth the price,Stayed here with my friend in July as we was passing thru and had read some of the reviews we was a bit uncertain what to expect. Even if we had emaild and called to confirm our room type they still put us in the woring one with a dbl bed for to guys !!!! The front desk was most unhelpfull and no one was wearing nametags so when confronting them again there was no way to get hold of the first person.They said we had to pay for an upgrade even if we had got confirmation everything was okej so unpro.We finally got our hand on a manager and he was very unreluctant to help with the issue too.After a lot of back and forth they finally changed the room.Bu tI will never stay here again the rooms are very small and the prize to high
Hudson Hotel,Aug 28 2008,definitely dark...,"booked this through lastminute.com. I stayed twice in the same month, once with friends, once with family. Both times everyone remarked how dark it was. Front desk staff I thought were unjustifiably snooty but not so bad. If you don't have a cab driver who knows where the hotel is, you'll drive right past, no sign or anything. Rooms were small but hey we're Brits we were fine with that. Had cocktails in the bar when we arrived which was nice, busy but not overcrowded. Yes I'd go back I think.."
Hudson Hotel,Aug 27 2008,A business hotel this is NOT,"Very disappointed in this hotel. I'm very open to unique experiences, but this hotel fell flat on several key areas. 1) The best room in the hotel is called the Library. A great space, but closed for renovations. No notice when booking or on the website. 2) Promises a &quot;newspaper of choice upon request&quot; on the website. I requested a USA Today at check-in, but they did not deliver or have one in the morning at the front desk. 3) The size of the room is very small (take a 2-car garage and make 4 quadrants. Walk into 1 of thos quadrants - that's your space). The bed does not have a box spring, so it's very close to the floor. 5) The hallways are very dark, dull and a little scary when someone else passes you in the Hallway. 4) I paid $375 per night for 2 nights and later found out via hotels.com that I could have stayed at the Waldorf Astoria for the same price. If you're looking for a fun night out, definitely check this place out. It's happening. But stay somewhere else..."
Hudson Hotel,Aug 16 2008 ,Hip maybe enjoyable no,"The staff is friendly and efficient. The standard room is very small, even by New York standard. The safe is placed on the floor, which makes it uncomfortable to use it. The best part is the transparent glass window between room and bathroom, which enabled me to watch my wife having a shower. They pretend to be ecological conscious so they dim the light in the hallway to almost darkness which is neutralized by the noise of the soundamplifier in the bar. 30$ for glass of wine and a beer is hefty. Would I stay there again? Probably not."
Hudson Hotel,Aug 15 2008 ,Very stylish but not too good,"Went here on an extended business trip and first of all was taken by the modern and stylish reception area as well as the nice outside bar, which you would not expect in such a location. Very close to Central Park, Columbus Circle Tube and a short stroll to Fifth Avenue or Broadway. However, even that i was upgraded into a &quot;suite&quot; the room was still quite small and that they had a quick renovation of a former old style hotel into something which should be cutting-edge. Not fully completed the job here. Bed was very good and had a good sleep, but doors where so thin you could here everybody passing outside. Nice breakfast area and good atmosphere and buffet here. The hotel also has a terrace on the 15th floor where you can enjoy drinks with a view over Manhattan. Quite cool! Overall a kind of mixed experience. Generally very good but oversells itself and not too good value for money."
Hudson Hotel,Aug 13 2008,You can't go wrong!,"After reading some negative reviews I was apprehensive about staying at the Hudson Hotel in NY. Everything I read was true, there is no sign outside of the hotel, it is very dark, the rooms are very small and the food was very good. If you are planning to stay there or considering a stay - need not worry! I would absolutely stay there again. They had what's most important - clean, quiet rooms, courteous staff, and a great location: right across the street from a subway station and a block away from Central Park. Times Square is an easy walk as well as 5th Avenue and FAO Schwartz. When we first arrived, the room we were assigned smelled really strongly of smoke. The front desk happily changed rooms for us and the second one was impeccable. The rooms are very small. The TV was tiny, but nobody goes to NY to watch TV. The standard rooms consist of a bed and a tiny bathroom, but they were more than adequate for the two of us. They made good use of the small space with hooks and shelves in the bathroom. Speaking of the bathrooms – in pictures, the pane of glass in the shower I thought was a little revealing with no privacy, but they do actually have a curtain on each side of the glass which was a relief.The Hudson cafeteria had great food. The service was poor, and breakfast is over priced, but at least the food was good! The lounge seemed loud and happening, but once you got off the elevator it was peacefully quiet. Outside of 1,000 doors slamming loudly in the hallway every morning, you couldn't hear your neighbors or people roaming the halls. If I could give the hotel one suggestion for improvement it would be the bedding. No real mattress cover - just a &quot;throw&quot; under the sheets. The sheets weren't fitted either so they often came un-tucked during the night which was annoying. The beds themselves were comfortable enough, although very much like a futon. Overall, the room rates were a bit over priced, but what hotel isn't in NY? The front desk staff was accommodating. The lobby was beautiful. The rooms are clean and have great temperature control. Not to worry! You can't go wrong with the Hudson"
Hudson Hotel,Aug 13 2008 ,Beware the room size,"The Hudson is a stylish hotel situated very close to Central Park on 58th St. Extremely handy for Columbus Circle subway it is very easy to travel to most parts of the city from there. The hotel does not announce itself. The building's exteroir is very bland and does not even have it's name on the front. All the public areas in the Hudson are beautifully furnished and decorated. Having said that, I might be wrong as the reception areas were hardly lit in a 'trendy' way.Our stay was spoiled by the size of the room. It was minute with a postage stamped size bathroom to match. Barely big enough for one person let alone two, There was very little hanging space and no shelves or drawers. As a consequence, for our 3 night stay we had to leave our clothes in suitcases on the floor which restricted space even more. The air conditioning was the noisiest I have ever heard, and although we were on the 11th floor the noise from the street was constant. On the plus side the room's decor (similar to the public areas) was very nicely done in dark wood. When we tried to change our room all we were offered was a very expensive upgrade. If you do go to this hotel, ensure that you get a larger room."
Hudson Hotel,Aug 12 2008 ,Not worth the hype,"It wasn't a horrible experience, but I'm glad I didn't pay rack rate; my rate was $199 throughTravelzoo.com. The lobby decor does not strike me as modern, chic, hip, fun, etc. It's dark, and in the back of my head I couldn't help but think of how much you can hide by dimming the lights, using dark paneling, and painting the walls and ceilings grey. I didn't think the bar was particularly hip, chic, or fun, either. I visited the bar once, a glass of house wine cost me $14, and there was hardly anyone there. Basic room is not small, it's itty bitty. I'm only sleeping there, so I don't really care, but traveler's should be aware that the standard room is only about 9.5' x 9.5'. It barely fits a bed, with a 13&quot; TV inside the narrow cabinet. The wall that separates the bedroom from the bath is glass, obviously to give the illusion of more space. I (woman alone) was put in the last room at the very end of the hallway, which I understand is a no-no in the industry. My room's door frame was cracked, and the chain lock hung on by one screw ... not very secure. The door wouldn't latch properly right away because of the crack (looked like maybe someone tried to kick the door in), so I asked the front desk to send someone up to look at it. When I showed him the cracked door, he jotted it down in his notebook to make sure someone looked at it, but made no offer of a more secure room for me. Breakfast restaurant is another very dark room, and was absolutely freezing cold on the two March mornings that I ate there (quickly, as it was so cold I couldn't wait to leave).I just checked the Hudson website, and today's rack rate is about $499. That is just mind boggling to me! This hotel is so not worth it!"
Hudson Hotel,Aug 11 2008 ,could it get worse....yup,"This is for priceline too!I booked this hotel for 3 thru priceline at 250 a night. first night smoke smell in a non smoking room was unbelieveable, my cloths still stink that were in my luggage. My daughter (14) had to sleep on the floor because they would not give us a cot! Cool shower glass wall into the room so you can see in, did i mention 3 people. tv something for $50 at walmart. Second night they upgraded us to a queen deluxe for $60 more charged us for at cot too. The tv in this room was nice oh but it didn't work. they worked on it sevral times with no clue what they were doing. Food was average way over priced. two vodka martinis at the bar $36 (greygoose) a bottle cost $20, who do they think they are. Management was pleasent but did nothing to help they kept saying because i went thru priceline they couldn't do anything for me. Priceline was no help at all."
Hudson Hotel,Aug 10 2008 ,A must stay - fun hip hotel,"This hotel is a must stay if you like contemporary, unique, hip design. The rooms are very small but impeccably clean with high-end finishes. Great late night bar scene in Hudson Bar. Hotel appeal to young adults more than families."
Hudson Hotel,Aug 10 2008 ,Great Location Clean Rooms Had a Great Stay.,"My wife and I stayed at the Hudson for a week and had a great time. We were terrified by some of the reviews, but the hotel beat our expectations. Yes the rooms are small, but if you are under 50 and not to large yourself the rooms are fine. Everyone treated us great from check-in to check-out. The rooms are very clean, and you can not beat the location."
Hudson Hotel,Aug 9 2008 ,Pleasantly surprised,"My husband and I booked a last minute NYC getaway. We had 3 sets of show tickets and just wanted a clean place to stay in a decent neighborhood (we used to live in NY). I had never heard of the Hudson, but had read the reviews and checked out their website (which has a picture of the front of the hotel, which is unmarked, but lined with shrubs). You take an escalator up to the lobby, which is very cool and happening. At night, there is a raging party going on in the bar scene. The Hudson Cafeteria is on the lobby level, and you can eat outside in the adjoining terrace. The hotel is across the street from an upscale mall (Columbus Shops) that has several restaurants on the 3rd floor. As others have said, the room is very small, but the bed is good, and the space is adequate, especially if you're not planning to spend much time in the room. We got a rate of $200 (Name your own price on Priceline), which is very good for this location. We would definitely go back."
Hudson Hotel,Aug 7 2008 ,Great location with modern vibe,"Pros - Great location one block from Central Park and one block from the subway. This hotel has a young hip and modern vibe which can make you feel like part of the in crowd staying here. If you like the bar scene then this hotel has a big one right in the lobby plus an outdoor terrace that looked lovely in the photos - we unfortunately did not see it in person as it was closed during the times we thought to check it out. The front desk staff were helpful and seemed to enjoy their jobs.Cons - The public areas and hallways are very, very dark. Although it is part of the look they are going for it is somewhat annoying to not be able to see anything in the lobby unless you go stand under a lamp. Also the hotel has no name outside so you have to be lucky to get a cab driver that knows exactly where it is at. The rooms are tiny but unless you are staying at a $400 dollar a night hotel this is what you get in NYC. Finally the hallways and elevators are not air conditioned so by the time you get to your room you are sweating!We got a good price for this hotel via Priceline and I expected a small room in New York so the &quot;cons&quot; would not prevent me from recommending this hotel or staying here again."
Westin New York at Times Square,Nov 26 2009 ,Amazing quiet hotel in the middle of everything!,"All the Westin associates were helpful and most pleasant. My room was wonderful as well. I booked this hotel for a small group of associates as the events planner for my company. My contacts ahead of time and staff at check in accomodated all my needs and any changes in reservations quickly and correctly. My room was quiet, the beds were amazing and my 4 night stay was great! I would stay here again any time."
Westin New York at Times Square,Nov 26 2009 ,Westin Times Square.,"It was beautiful! But no mini bar! Comfortable bed, hot shower, and we were very high up :)"
Westin New York at Times Square,Nov 25 2009 ,An unexpected glorious experience,"This hotel is located about a block from Times Square and easy walking distance from many of the theaters. I was allowed to check in very early without requesting ahead of time. A very courteous bellman helped us to our room. The room was very clean and modern. The bed was, hands down, worth the price of the room. It is the most comfortable bed I think I have ever slept in. The room was also very quiet, even though we were there on Halloween night and things were kicking outside. The bathroom was also modern with good water pressure even on a high floor. The elevators seldom have a wait even though the hotel was pretty crowded and everyone leaves at the same time for dinner and shows. The check in and out process was very efficient, and there are always cabs waiting outside. This was an awesome experience, expensive but worth it in my opinion. My only caveat would be PLAN EARLY. I have tried to stay here before and the hotel has not had availablility on the dates that I wanted."
Westin New York at Times Square,Nov 25 2009 ,Location staff and amenitites were great!,"It is easy access to &amp; from the tunnel. Once you're there, you can walk or take the train to anything you want to see or do. Staff were very knowledgeable and helpful with getting around to see our list of &quot;to-dos&quot; . We will stay there again."
Westin New York at Times Square,Nov 25 2009 ,Great Hotel wonderful helpful staff and rooms with breathtaking views.,"This a a great hotel if you want to stay in Times Square. It is centrally located to uptown and downtown to the village. The staff is so helpful and the rooms are are updated, comfortable and cozy."
Westin New York at Times Square,Nov 25 2009 ,Location Location Location!!!,"We loved the location and the ease of walking to theaters, shopping, finding Times Square, or grabbing a taxi.  The concierge were excellent in recommendations for dinner. They were also more than willing to take photos of our family and friends that visited us in the hotel lobby.The rooms were neat and cozy, a little too small for my taste, but we wern't there to spend time in the room. When we did, the flat screen TV was outstanding, and of course, enough can't be said about the &quot;Heavenly Bed&quot;."
Westin New York at Times Square,Nov 25 2009 ,Great location in the heart of Times Square,Great location for a theater weekend in NYC. Was able to check in earlier than the 3PM stated time. Nice rooms - larger than most NYC hotels.Concierge was very helpful with restaurants.
Westin New York at Times Square,Nov 25 2009 ,More than I expected!!,"exceptional desk staff, courteous staff in general, very polite and willing to help. clean hotel, got my 4am wake up on time etc... greta at the front desk, very very helpful"
Westin New York at Times Square,Nov 21 2009 ,Comfortable Functional ,"The room was of a good size, very comfy bed and the inclusion of an Apple Mac in the room was an unexpected bonus ($15/day internet connection though). You have a 1:4 chance of getting a room with the view of the air conditioning systems, which I think has a kind of New York charm about it. While the room was perfectly adequate, the bath tap dripped non stop and the stainless steel sink and fittings felt institutional rather than stylish. I felt the corridoors could do with some attention and redecoration, it was looking a bit shabby in places. Check in was like talking to an automaton, very quick and efficient but devoid of any emotion. All in all a great hotel if you like beige and prefer efficiency over a human touch and a welcoming feel."
Westin New York at Times Square,Nov 16 2009 ,Service is lacking,"Expect to wait a looong time for eveything - valet, security, room service and bell hop. Sigma Six these folks are not. The front desk was not helpful at check-in but conciegre was great. The rooms were clean albiet small. For Amex Platinum cardholders - know that this hotel does not accept the Starwood Gold upgrades."
Westin New York at Times Square,Nov 12 2009 ,Service not quite up to par,"Since I frequently travel East from the West Coast on over-night flights, I have checked into many hotels in NYC in the morning. I was surprised to be advised by the front desk that no rooms available on a Monday morning at 9am, even though the hotel was aware of my early flight arrival. I was told to come back at noon. Having slept for only 4 hrs on the plane and then having to go into the office in the afternoon, this was not welcome news. So, I waited in the lobby for a while. When I went back up to the desk at 10am one last time to check with another attendant, she said that she did have rooms available, but just not with king sized beds. When you arrive early in the morning, you really don't care what sized bed there is, as long as there is a bed. I know that the same room was available an hr earlier but the front desk man had just not thought outside of the box. That was annoying. Things were fine the first night. It was the second day that another bobble happened. The rooms do not have alarm clocks. While this I am sure is an effort to encourage stress free vacations, this is a business hotel. People need know what time it is and there was no clock at all in the room. I relied upon the front desk for wakeup calls. This was fine for the first day, but not the second day. They never called, and since I was not adjusted to East Coast time, I did not wake up until past 11 am, after my scheduled meeting just before checkout time. Luckily it was not after my flight time. I was so annoyed and late that I didn't have an opportunity to complain to the front desk. I would request an alarm clock next time and suggest bringing another one yourself in case they fail to provide one."
Westin New York at Times Square,Nov 11 2009 ,Great Weekend- Excellent position off Times Square,"Hotel was great, as expected. Perfect location within 2mins of Times Square so good for a tourist with little time, you are right at the heart of the City. No complaints, food in shula's great. The best caesar salad I have eaten! Would stay there again."
Westin New York at Times Square,Nov 11 2009 ,Really not worth the money and their star rating!,"After a long flight to Newark and transfer to Manhattan arrived at the Westin New York Times Square. As a Starwood Platinum Member normally get upgrades to standard suites, but not at this hotel. The rates are way to high for the too small rooms in this hotel.As well as the executive lounge which had almost nothing to offer. The &quot;breakfast&quot; was nothing more than in a 2 star motel. The service was also not worth more than 2 stars, even in New York. The only good thing about the hotel is its location."
